validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,1beb3fe70b8d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-19-A60I> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,1e921e8d3bc8,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0778> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,23b10d18510d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0691> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,248fc23ff03b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1451> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,2a813f9277da,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0616> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,2e1cd7875176,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1795> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,3bbb5abc26ed,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0221> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,b128b9b98ced,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0124> - Retired Person Name form,Warning,6,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,13ea03592870,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0141> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,15c3b9c2ba8f,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0818> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,22480d0b081b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0195> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,2d3660d7c2b0,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0171> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,44b0347d9cf6,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0148> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,73e0ccc45a56,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0210> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,88869e784a37,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0773> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,8e0ce81bb589,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0822> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,bd79a08f58bc,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1459> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,deb1ffa9b77c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1452> - Retired Person Name form,Warning,5,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,0ce78308eaf7,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-27-1832> - Retired Person Name form,Warning,4,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,16d771963560,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1825> - Retired Person Name form,Warning,4,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,28b02d53825e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1453> - Retired Person Name form,Warning,4,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
