validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,4367cafefa77,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (150,1) is not above and to the left of DisplayedAreaBottomRightHandCorner = (150,513)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,f2d726831d44,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (153,1) is not above and to the left of DisplayedAreaBottomRightHandCorner = (153,512)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,e61264339630,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (156,1) is not above and to the left of DisplayedAreaBottomRightHandCorner = (156,512)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,6f86f3441058,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (157,1) is not above and to the left of DisplayedAreaBottomRightHandCorner = (157,512)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,72b704314e2d,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (160,-21) is not above and to the left of DisplayedAreaBottomRightHandCorner = (160,534)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,ce21999e7296,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (170,-259) is not above and to the left of DisplayedAreaBottomRightHandCorner = (170,772)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,1041b49e4abd,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (177,1) is not above and to the left of DisplayedAreaBottomRightHandCorner = (177,512)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,f374b15c7230,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (183,-259) is not above and to the left of DisplayedAreaBottomRightHandCorner = (183,772)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,1af9486c4d9a,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (185,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (185,513)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,20507e43cc92,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (191,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (191,513)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,6542d95dc050,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (193,1) is not above and to the left of DisplayedAreaBottomRightHandCorner = (193,512)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,0c6a5c8b129e,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (194,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (194,513)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,0d19bd2f292f,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (201,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (201,513)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
dciodvfy,0bb81a744d0e,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (232,251) is not above and to the left of DisplayedAreaBottomRightHandCorner = (432,251)",Error,1,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,PS3.3 Table C.10-4 Displayed Area Module Attributes,"PS3.3 Table C.10-4, Displayed Area Top Left Hand Corner (0070,0052), Type 1: ""The top left (after spatial transformation) pixel in the referenced image to be displayed, given as column\row. Column is the horizontal (before spatial transformation) offset (X) and row is the vertical (before spatial transformation) offset (Y) relative to the origin of the pixel data before spatial transformation, which is 1\1. See Figure C.10.4-1."" Note in PS3.3 C.10.4: ""The TLHC and BRHC may be outside the boundaries of the image pixel data (e.g., the TLHC may be 0 or negative, or the BRHC may be greater than Rows or Columns), allowing minification or placement of the image pixel data within a larger Specified Displayed Area.""","CONTESTED, and the counterfactual is reported alongside the verdict. Section C.10.4 and Table C.10-4 were read in full. Neither states any ordering relation between (0070,0052) and (0070,0053), neither uses shall for such a relation, and neither forbids a region one column or one row wide. Both attributes are Type 1 and both are present with values valid for VR SL and VM 2 as PS3.5 7.4.1 defines validity. In every observed message one axis is equal rather than inverted, for example TopLeft = (344,0) against BottomRight = (344,512), so dciodvfy is applying a strict inequality on both axes that the standard does not state. The section's only statement about corner values loosens the constraint rather than tightening it, permitting zero and negative coordinates. NET is refused because the rubric requires a section and table giving the Type or condition violated and no such text exists. FLOOR is refused because nothing cited positively permits a degenerate region either. PLAUSIBILITY is recorded: a cross-attribute consistency heuristic with no located conformance requirement behind it. PS3.4 Annex N, the Softcopy Presentation State Storage SOP Classes, was also checked and states nothing about the relationship between the two corners. A reader who holds that the attribute names top left and bottom right are themselves normative would move this class to NET, which changes the PRE-05 outcome, so the counterfactual triple and both rates are reported in results/phase2/net_rates_gsps.md."
