row_type,angle,source,interface,date_searched,query,filters_limits,hits_returned,records_screened,records_included,exclusion_reason,record,run_by,source_record,notes
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,IDC Imaging Data Commons data curation quality control DICOM errors reported ingestion,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[10],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Fedorov Imaging Data Commons DICOM data quality validation errors paper 2025,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[11],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,systematic assessment DICOM standard compliance research imaging repository census 2026,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[12],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM4QI interoperability testing results segmentation structured report conformance QIICR,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[13],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""ContributingEquipmentSequence"" OR ""algorithm provenance"" DICOM AI output audit archive study",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[14],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,UK Biobank imaging DICOM conformance validation errors audit,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[15],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,arXiv 2026 DICOM conformance census AI-derived objects public archive segmentation structured report,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[16],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""DICOM Header Mining and Metadata Quality Assurance"" imaging data pipelines paper",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[17],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Posda TCIA curation validation error statistics DICOM collections percentage series,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[18],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""how conformant"" OR ""conformance rate"" public DICOM datasets segmentation objects study measured",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[19],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM conformance cardiac X-ray angiography ten vendors validation tools study conformant,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[20],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,arxiv.org Imaging Data Commons conformance audit 2026 measurement study derived objects validators,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[21],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,pubmed DICOM conformance validation Imaging Data Commons cancer archive 2025 2026,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[22],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,TotalSegmentator DICOM SEG Imaging Data Commons conformance validation errors 14 TB collection,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[23],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""dcmpschk"" OR ""dciodvfy"" large scale study thousands of DICOM files error rate reported",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[24],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,measuring standards compliance machine learning outputs medical imaging repositories 2026 audit interoperability,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[25],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,canceridc discourse dciodvfy validation errors DICOM SEG non-conformant IDC,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[26],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"audit public medical imaging archive standard conformance 2026 ""we validated"" every object SOP class failure",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[27],
web_search_query,"angle 1, conformance audit of a public archive","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM structured report TID1500 parametric map conformance errors public repository empirical study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[28],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,AI-derived DICOM object validation conformance study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[29],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM SEG conformance AI segmentation validation,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[30],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,dcmqi validation study DICOM segmentation objects,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[31],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,highdicom conformance evaluation library DICOM AI results,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[32],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,IHE AI Results profile conformance measurement AIR profile DICOM,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[33],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Imaging Data Commons DICOM metadata quality audit conformance,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[34],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,dciodvfy large-scale DICOM validation public dataset survey,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[35],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM Structured Report TID1500 conformance validation study measurements,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[36],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,2026 study conformance AI generated DICOM objects public archive population scale,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[37],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM provenance AI algorithm ContributingEquipmentSequence missing attributes audit,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[38],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,TotalSegmentator DICOM SEG Imaging Data Commons segmentations conformance,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[39],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM Parametric Map Grayscale Softcopy Presentation State algorithm generated validation errors,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[40],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,survey interoperability AI radiology vendor output DICOM non-conformant proprietary 2025,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[41],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""DICOM"" segmentation objects ""validation"" errors rate encoders comparison study 2025 2026",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[42],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM4QI connectathon interoperability testing results quantitative imaging objects findings,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[43],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""community-driven validation service"" standard medical imaging objects Fedorov Clunie",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[44],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,large-scale DICOM conformance error rate study thousands of studies validator PACS archive,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[45],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,provenance metadata completeness AI model imaging derived objects study 2026 archive,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[46],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,arxiv 2026 DICOM segmentation structured report validator dciodvfy dcmpschk dicom-validator study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[47],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,comparison DICOM SEG writers highdicom dcmqi pydicom-seg output validation differences,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[48],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,FDA cleared AI imaging devices DICOM output standards conformance audit study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[49],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Q-Bot automatic DICOM metadata monitoring quality management nuclear medicine SOP conformity,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[50],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""Imaging Data Commons"" curation validation derived objects submitted analysis results quality checks paper",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[51],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,systematic evaluation conformance derived DICOM objects TCIA public collections segmentation structured reports errors,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[52],
web_search_query,"angle 2, validation of AI-derived objects","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"Krishnaswamy ""Enrichment of the NLST and NSCLC-Radiomics"" Scientific Data 2024",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[53],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM provenance ContributingEquipmentSequence AI algorithm identification,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[54],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,AI model provenance DICOM metadata Manufacturer ManufacturerModelName attribution,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[55],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM SEG segmentation objects conformance Imaging Data Commons validation study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[56],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""AI-derived"" DICOM objects provenance audit public archive metadata completeness",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[57],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""On the Encapsulation of Medical Imaging AI Algorithms"" DICOM provenance",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[58],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,model card DICOM imaging provenance AI transparency reporting standard 2025,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[59],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Imaging Data Commons DICOM metadata census analysis_result_id conformance survey 2026,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[60],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,dciodvfy validation survey public DICOM archive TCIA non-conformance rates study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[61],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""ContributingEquipmentSequence"" AI segmentation highdicom provenance encoding practice",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[62],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""ImplementationVersionName"" OR ""(0002,0013)"" DICOM producer identification study analysis",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[63],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,large scale DICOM metadata quality analysis millions of instances attribute completeness archive,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[64],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,traceability AI medical device output DICOM UDI device identification radiology regulatory audit trail,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[65],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""AlgorithmIdentificationSequence"" missing DICOM SEG survey how often populated",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[66],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,VIDS Verified Imaging Dataset Standard for Medical AI arXiv,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[67],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM provenance Contributing Equipment AI,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[68],
